Sektor,Kõrgemal seisev asutus,Registrikood,Üksuse nimi,Üksuse liik,Muudatused
KOV,Põltsamaa Vallavalitsus,75003051,Põltsamaa Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,75003068,Põltsamaa Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,75003097,Põltsamaa Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,75003128,Põltsamaa Ühisgümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75003134,Pärnu-Jaagupi Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003157,Palamuse Lasteaed Nukitsamees,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003186,Oskar Lutsu Palamuse Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003252,Jõgeva Lasteaed Karikakar,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003298,Jõgeva Valla Kultuur,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003306,Jõgeva Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,75003387,Põhja-Järva Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,75003447,Järvapesa Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003654,Laiuse Jaan Poska Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75003660,Vaimastvere Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75003759,Kilingi-Nõmme Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75003772,Kilingi-Nõmme Klubi,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75003789,Kilingi-Nõmme Lasteaed Krõll,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75003795,Kilingi-Nõmme Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,75003803,Kilingi-Nõmme Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Luunja Vallavalitsus,75003826,Luunja Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Luunja Vallavalitsus,75003849,Luunja Kultuuri- ja Vabaajakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Luunja Vallavalitsus,75003855,Lohkva Raamatukogu - Luunja Valla Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Luunja Vallavalitsus,75003890,Luunja Lasteaed Midrimaa,valla või linna ametiasutuste hallatav asutus,
KOV,Kihnu Vallavalitsus,75003973,Kihnu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Kihnu Vallavalitsus,75003996,Kihnu Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kihnu Vallavalitsus,75004010,Kihnu Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75004091,Türi Kommunaalasutus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75004151,Jõgeva Lasteaed Rohutirts,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75004286,Retla-Kabala Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,75004435,Ahula Sotsiaalkeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,75004487,Lohusuu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Paide Linnavalitsus,75004530,Roosna-Alliku Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75004613,Tõrva Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75004725,Are Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75004837,Helme Koduloomuuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,75004872,Imavere Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75004955,Sindi Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75004961,Karl Rammi nimeline Sindi Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75004978,Sindi Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75004990,Tori Haldusteenused,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,75005021,Sindi Sotsiaaltöökeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,75005038,Koeru Perekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005073,Valga Priimetsa Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005085,Valga Lasteaed Buratino,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005096,Valga Lasteaed Kaseke,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005110,Valga valla huvikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005127,Valga Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005133,Valga Keskraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005140,Valga Saun,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75005156,Valga Lasteaed Walko,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,75005179,Kiviõli linna lasteaed Kannike,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,75005204,Kiviõli Kunstide Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005239,Viljandi Päevakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005268,Viljandi Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005274,Viljandi Nukuteater,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005280,Viljandi Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005297,Viljandi Kaare Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005305,Viljandi Jakobsoni Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005311,Viljandi Paalalinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005357,Viljandi Lasteaed Männimäe,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005363,Viljandi Lasteaed Karlsson,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005379,Viljandi Täiskasvanute Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005386,Viljandi Kesklinna Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005392,Viljandi Lasteaed Krõllipesa,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005400,Viljandi Kesklinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005423,Viljandi Linnaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005433,Sakala Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005446,Viljandi Huvikool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75005452,Viljandi Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,75005475,Voore Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Narva-Jõesuu Linnavalitsus,75005506,Narva-Jõesuu Laste Muusika- ja Kunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Narva-Jõesuu Linnavalitsus,75005529,Narva-Jõesuu lasteaed Karikakar,valla või linna ametiasutuste hallatav asutus,
KOV,Narva-Jõesuu Linnavalitsus,75005535,Narva-Jõesuu Linnaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Narva-Jõesuu Linnavalitsus,75005541,Narva-Jõesuu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75005601,Heimtali Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75005624,Ramsi Lasteaed Taruke,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,75005653,Maidla Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75005736,Tõrva Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75005759,Tõrva Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75005771,Tõrva Lasteaed Mõmmik,valla või linna ametiasutuste hallatav asutus,
KOV,Tõrva Vallavalitsus,75005788,Tõrva Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75005908,Suure-Jaani Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75005914,Suure-Jaani Lasteaed Sipsik,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75005920,Põhja-Sakala Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75005972,Viru-Nigula valla spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75006078,Olustvere Lasteaed Piilu,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75006090,Olustvere Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75006144,Kohtla-Järve Linnaorkester,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75006167,Kohtla-Järve Slaavi Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75006173,Kohtla-Järve Kesklinna Põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kohtla-Järve Linnavalitsus,75006227,Kohtla-Järve Koolinoorte Loomemaja,valla või linna ametiasutuste hallatav asutus,
KOV,Peipsiääre Vallavalitsus,75006243,Juhan Liivi nim Alatskivi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Peipsiääre Vallavalitsus,75006256,Alatskivi Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Peipsiääre Vallavalitsus,75006262,Liivi Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006285,Türi Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006291,Türi Kevade Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006316,Türi Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006345,Türi Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006368,Türi Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006374,Türi Päevakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75006380,Türi Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75006405,August Kitzbergi nimeline Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75006411,Karksi-Nuia Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75006428,Karksi-Nuia Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75006434,Karksi-Nuia Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75006440,Karksi-Nuia Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006552,Tartu Linnavolikogu Kantselei,valla või linna ametiasutus,
KOV,Tartu Linnavalitsus,75006569,Tartu Oskar Lutsu nimeline Linnaraamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006575,Tartu I Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006581,Tartu II Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006598,Tartu Lastekunstikool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006629,Tartu Mänguasjamuuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006635,Tartu Linnamuuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006658,Tartu Sündmuste Korralduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006701,Tartu Perekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006724,Päevakeskus Kalda,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006730,Tartu Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006753,Päevakeskus Tähtvere,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006766,Tartu Varjupaik,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006799,Tartu Kalmistud,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006807,Hugo Treffneri Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006813,Miina Härma Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006820,Tartu Raatuse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006859,Tartu Aleksander Puškini Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006865,Tartu Karlova Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006871,Tartu Forseliuse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006894,Tartu Mart Reiniku Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006919,Tartu Hansa Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006925,Tartu Annelinna Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006931,Tartu Variku Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006948,Tartu Descartes'i Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006954,Tartu Kivilinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006960,Tartu Veeriku Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006977,Tartu Kesklinna Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75006983,Tartu Pärli Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007008,Tartu Herbert Masingu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007014,Tartu Maarja Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007020,Tartu Täiskasvanute Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007089,Tartu Karlova Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007095,Tartu Lasteaed Tõruke,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007118,Tartu Lasteaed Kivike,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007132,Tartu Lasteaed Kelluke,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007149,Tartu Lasteaed Annike,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007155,Tartu Lasteaed Naerumaa,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007178,Tartu Lasteaed Ristikhein,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007184,Tartu Lasteaed Helika,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007190,Tartu Lasteaed Meelespea,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007209,Tartu Lasteaed Rõõmumaa,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007215,Tartu Lasteaed Piilupesa,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007221,Tartu Lasteaed Mõmmik,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007238,Tartu Lasteaed Tripsik,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007250,Tartu Lasteaed Kannike,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007267,Tartu Lasteaed Rukkilill,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007273,Tartu Lasteaed Pääsupesa,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007282,Tartu Lasteaed Poku,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007296,Tartu Lasteaed Krõll,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007304,Tartu Maarjamõisa Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75007310,Tartu Lasteaed Tähtvere,valla või linna ametiasutus,
KOV,Tartu Linnavalitsus,75007327,Tartu Lasteaed Hellik,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007356,Rannu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007362,Rannu Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007391,Rannu Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,75007439,Ülenurme Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,75007451,Ülenurme Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,75007468,Tõrvandi lasteaed Rüblik,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,75007474,Ülenurme Lasteaed Nurmepesa,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,75007497,Tõrvandi Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75007563,Lasnamäe Muusikakool,valla või linna ametiasutuste hallatav asutus,
KOV,Sillamäe Linnavalitsus,75007576,Linna Raamatupidamine,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007623,Hellenurme Maakultuurimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007675,Rõngu Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007698,Rõngu Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007706,Rõngu Lasteaed Pihlakobar,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,75007729,Rõngu Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75007758,Mõisaküla Linnahooldus,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75007787,Mõisaküla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75007793,Mõisaküla Kultuurimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75007801,Mõisaküla Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75007818,Mulgi Hoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007830,Kadrina Keskkool,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007847,Kadrina Kunstidekool,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007853,Kadrina Lasteaed Sipsik,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007876,Vohnja Lasteaed-Algkool,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007899,Kadrina Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,75007936,Kadrina Valla Päästeteenistus,valla või linna ametiasutuste hallatav asutus,
KOV,Nõo vallavalitsus,75007959,Nõo lasteaed Tõruke,valla või linna ametiasutuste hallatav asutus,
